ResumeText,HiringDecision,Gender,Race,Experience,JobRole_Applied
"He is a Data Scientist with 0 years of experience. His expertise includes Machine Learning, SQL, Java. He is an expert. He is looking for a job.",Selected,Male,Asian,0,Data Scientist
"He is a Software Engineer with 13 years of experience. His expertise includes Machine Learning, Java, AWS, Python, Strategy. He is an expert. He is looking for a job.",Selected,Male,Asian,13,Software Engineer
"She is a Data Scientist with 7 years of experience. Her expertise includes Communication, Python, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,White,7,Data Scientist
"She is a HR Specialist with 3 years of experience. Her expertise includes Machine Learning, AWS, Teamwork, React. She is an expert. She is looking for a job.",Selected,Female,Hispanic,3,HR Specialist
"He is a Data Scientist with 1 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,1,Data Scientist
"She is a HR Specialist with 12 years of experience. Her expertise includes Java, Machine Learning, Communication. She is an expert. She is looking for a job.",Selected,Female,Black,12,HR Specialist
"She is a Sales Manager with 15 years of experience. Her expertise includes Java, Teamwork, Strategy, Communication, C++. She is an expert. She is looking for a job.",Selected,Female,Black,15,Sales Manager
"He is a HR Specialist with 1 years of experience. His expertise includes React, Teamwork, Python. He is an expert. He is looking for a job.",Rejected,Male,Black,1,HR Specialist
"She is a Sales Manager with 2 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,2,Sales Manager
"He is a HR Specialist with 2 years of experience. His expertise includes Machine Learning, AWS, Python, Leadership, React. He is an expert. He is looking for a job.",Selected,Male,Hispanic,2,HR Specialist
"He is a Software Engineer with 3 years of experience. His expertise includes C++, Java, Python, Communication. He is an expert. He is looking for a job.",Selected,Male,White,3,Software Engineer
"He is a Data Scientist with 8 years of experience. His expertise includes Machine Learning, React, Java, Strategy, AWS. He is an expert. He is looking for a job.",Selected,Male,Hispanic,8,Data Scientist
"He is a Sales Manager with 12 years of experience. His expertise includes Python, Teamwork, Java. He is an expert. He is looking for a job.",Selected,Male,Hispanic,12,Sales Manager
"She is a Sales Manager with 13 years of experience. Her expertise includes AWS, SQL, Strategy, Java. She is an expert. She is looking for a job.",Selected,Female,White,13,Sales Manager
"She is a Data Scientist with 4 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,4,Data Scientist
"He is a HR Specialist with 13 years of experience. His expertise includes SQL, React, Java, Teamwork, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,White,13,HR Specialist
"He is a Data Scientist with 10 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,10,Data Scientist
"He is a Data Scientist with 9 years of experience. His expertise includes Java, Communication, Leadership, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,9,Data Scientist
"She is a HR Specialist with 11 years of experience. Her expertise includes SQL, AWS, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Black,11,HR Specialist
"He is a Software Engineer with 5 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,5,Software Engineer
"He is a Data Scientist with 15 years of experience. His expertise includes Leadership, React, SQL, Machine Learning, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Asian,15,Data Scientist
"She is a HR Specialist with 13 years of experience. Her expertise includes AWS, Leadership, Python, Machine Learning, Strategy. She is an expert. She is looking for a job.",Selected,Female,Black,13,HR Specialist
"She is a Data Scientist with 0 years of experience. Her expertise includes Java, Teamwork, C++. She is an expert. She is looking for a job.",Selected,Female,White,0,Data Scientist
"He is a Data Scientist with 0 years of experience. His expertise includes Leadership, SQL, Communication, React. He is an expert. He is looking for a job.",Rejected,Male,White,0,Data Scientist
"She is a HR Specialist with 4 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,4,HR Specialist
"She is a Data Scientist with 0 years of experience. Her expertise includes React, AWS, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Black,0,Data Scientist
"He is a Data Scientist with 14 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,14,Data Scientist
"He is a Software Engineer with 8 years of experience. His expertise includes Machine Learning, Communication, Java, React. He is an expert. He is looking for a job.",Selected,Male,White,8,Software Engineer
"She is a Software Engineer with 11 years of experience. Her expertise includes Java, Strategy, AWS. She is an expert. She is looking for a job.",Selected,Female,Asian,11,Software Engineer
"She is a Sales Manager with 14 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,14,Sales Manager
"She is a Data Scientist with 10 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,10,Data Scientist
"He is a Sales Manager with 7 years of experience. His expertise includes Machine Learning, React, Leadership, AWS, SQL. He is an expert. He is looking for a job.",Selected,Male,Black,7,Sales Manager
"She is a Software Engineer with 1 years of experience. Her expertise includes Leadership, React, Machine Learning, Teamwork. She is an expert. She is looking for a job.",Rejected,Female,White,1,Software Engineer
"He is a Data Scientist with 10 years of experience. His expertise includes Teamwork, Communication, React. He is an expert. He is looking for a job.",Selected,Male,White,10,Data Scientist
"She is a Sales Manager with 0 years of experience. Her expertise includes Communication, React, Strategy, Java. She is an expert. She is looking for a job.",Rejected,Female,Asian,0,Sales Manager
"She is a Sales Manager with 1 years of experience. Her expertise includes Java, Teamwork, AWS. She is an expert. She is looking for a job.",Selected,Female,Black,1,Sales Manager
"He is a Data Scientist with 15 years of experience. His expertise includes Teamwork, Machine Learning, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,15,Data Scientist
"He is a Data Scientist with 12 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,12,Data Scientist
"She is a HR Specialist with 9 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,9,HR Specialist
"He is a Data Scientist with 0 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,0,Data Scientist
"She is a Sales Manager with 10 years of experience. Her expertise includes Machine Learning, Java, Communication. She is an expert. She is looking for a job.",Selected,Female,Black,10,Sales Manager
"She is a Sales Manager with 3 years of experience. Her expertise includes C++, Teamwork, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Asian,3,Sales Manager
"She is a Software Engineer with 12 years of experience. Her expertise includes Python, Strategy, Leadership, SQL. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,Software Engineer
"He is a Software Engineer with 5 years of experience. His expertise includes Communication, Strategy, SQL, C++. He is an expert. He is looking for a job.",Selected,Male,Black,5,Software Engineer
"She is a Data Scientist with 7 years of experience. Her expertise includes Python, Machine Learning, Java. She is an expert. She is looking for a job.",Selected,Female,Black,7,Data Scientist
"He is a Sales Manager with 14 years of experience. His expertise includes Teamwork, Strategy, C++, Communication, SQL. He is an expert. He is looking for a job.",Selected,Male,White,14,Sales Manager
"She is a Software Engineer with 12 years of experience. Her expertise includes Java, SQL, AWS. She is an expert. She is looking for a job.",Selected,Female,Asian,12,Software Engineer
"He is a Data Scientist with 7 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,7,Data Scientist
"He is a Software Engineer with 12 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,12,Software Engineer
"She is a Software Engineer with 5 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,5,Software Engineer
"He is a Data Scientist with 11 years of experience. His expertise includes Python, Machine Learning, React, Java, Leadership. He is an expert. He is looking for a job.",Selected,Male,Hispanic,11,Data Scientist
"She is a Software Engineer with 6 years of experience. Her expertise includes Teamwork, Strategy, C++. She is an expert. She is looking for a job.",Selected,Female,Asian,6,Software Engineer
"She is a HR Specialist with 9 years of experience. Her expertise includes React, Machine Learning, SQL, Python. She is an expert. She is looking for a job.",Selected,Female,White,9,HR Specialist
"He is a HR Specialist with 6 years of experience. His expertise includes AWS, Communication, React. He is an expert. He is looking for a job.",Selected,Male,Asian,6,HR Specialist
"He is a Software Engineer with 12 years of experience. His expertise includes Leadership, React, Java, Teamwork. He is an expert. He is looking for a job.",Selected,Male,White,12,Software Engineer
"She is a Sales Manager with 8 years of experience. Her expertise includes Leadership, C++, AWS. She is an expert. She is looking for a job.",Selected,Female,White,8,Sales Manager
"He is a Sales Manager with 11 years of experience. His expertise includes Leadership, SQL, Machine Learning, Communication, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Asian,11,Sales Manager
"He is a Data Scientist with 14 years of experience. His expertise includes SQL, Machine Learning, React. He is an expert. He is looking for a job.",Selected,Male,Asian,14,Data Scientist
"He is a Software Engineer with 1 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,1,Software Engineer
"He is a Sales Manager with 2 years of experience. His expertise includes Machine Learning, SQL, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,2,Sales Manager
"He is a Sales Manager with 11 years of experience. His expertise includes Java, AWS, SQL. He is an expert. He is looking for a job.",Selected,Male,Asian,11,Sales Manager
"He is a Data Scientist with 13 years of experience. His expertise includes C++, Strategy, React, Java. He is an expert. He is looking for a job.",Selected,Male,White,13,Data Scientist
"She is a Sales Manager with 0 years of experience. Her expertise includes Teamwork, Machine Learning, Java, Communication, C++. She is an expert. She is looking for a job.",Rejected,Female,Black,0,Sales Manager
"She is a Data Scientist with 2 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,2,Data Scientist
"She is a Sales Manager with 1 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,1,Sales Manager
"She is a Sales Manager with 5 years of experience. Her expertise includes Leadership, React, Teamwork, SQL. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,5,Sales Manager
"She is a Software Engineer with 3 years of experience. Her expertise includes Java, Python, Strategy. She is an expert. She is looking for a job.",Rejected,Female,Black,3,Software Engineer
"She is a HR Specialist with 8 years of experience. Her expertise includes Machine Learning, AWS, Communication. She is an expert. She is looking for a job.",Rejected,Female,Asian,8,HR Specialist
"He is a Sales Manager with 11 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,11,Sales Manager
"He is a Data Scientist with 8 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,8,Data Scientist
"He is a Software Engineer with 5 years of experience. His expertise includes Java, Machine Learning, Teamwork, C++. He is an expert. He is looking for a job.",Selected,Male,White,5,Software Engineer
"He is a HR Specialist with 1 years of experience. His expertise includes Python, Machine Learning, Strategy. He is an expert. He is looking for a job.",Selected,Male,Hispanic,1,HR Specialist
"He is a Sales Manager with 8 years of experience. His expertise includes AWS, Strategy, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,Asian,8,Sales Manager
"He is a HR Specialist with 4 years of experience. His expertise includes Python, React, C++. He is an expert. He is looking for a job.",Selected,Male,Asian,4,HR Specialist
"She is a Sales Manager with 15 years of experience. Her expertise includes Communication, Strategy, SQL, Teamwork. She is an expert. She is looking for a job.",Selected,Female,White,15,Sales Manager
"She is a Sales Manager with 7 years of experience. Her expertise includes Leadership, Java, Machine Learning, Communication. She is an expert. She is looking for a job.",Selected,Female,Hispanic,7,Sales Manager
"He is a HR Specialist with 5 years of experience. His expertise includes Java, React, Machine Learning, Teamwork, AWS. He is an expert. He is looking for a job.",Selected,Male,Hispanic,5,HR Specialist
"She is a Data Scientist with 0 years of experience. Her expertise includes Communication, Python, SQL, AWS. She is an expert. She is looking for a job.",Rejected,Female,Asian,0,Data Scientist
"She is a Data Scientist with 14 years of experience. Her expertise includes Machine Learning, AWS, Java. She is an expert. She is looking for a job.",Selected,Female,Black,14,Data Scientist
"She is a HR Specialist with 12 years of experience. Her expertise includes SQL, Strategy, Python, Leadership. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,HR Specialist
"He is a HR Specialist with 6 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,6,HR Specialist
"She is a HR Specialist with 8 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,8,HR Specialist
"He is a HR Specialist with 4 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,4,HR Specialist
"He is a HR Specialist with 0 years of experience. His expertise includes SQL, Communication, Strategy. He is an expert. He is looking for a job.",Selected,Male,Hispanic,0,HR Specialist
"He is a Software Engineer with 2 years of experience. His expertise includes SQL, Communication, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,White,2,Software Engineer
"She is a HR Specialist with 15 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,15,HR Specialist
"She is a Sales Manager with 0 years of experience. Her expertise includes Machine Learning, C++, Teamwork, SQL. She is an expert. She is looking for a job.",Rejected,Female,Black,0,Sales Manager
"She is a Sales Manager with 6 years of experience. Her expertise includes Strategy, React, Machine Learning, Python, AWS. She is an expert. She is looking for a job.",Selected,Female,White,6,Sales Manager
"She is a HR Specialist with 5 years of experience. Her expertise includes Communication, SQL, Leadership, C++. She is an expert. She is looking for a job.",Selected,Female,White,5,HR Specialist
"She is a Software Engineer with 15 years of experience. Her expertise includes AWS, Communication, Teamwork, Leadership, React. She is an expert. She is looking for a job.",Selected,Female,Asian,15,Software Engineer
"She is a Sales Manager with 11 years of experience. Her expertise includes Strategy, AWS, Communication, Python, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Hispanic,11,Sales Manager
"He is a HR Specialist with 15 years of experience. His expertise includes Leadership, React, AWS. He is an expert. He is looking for a job.",Selected,Male,Hispanic,15,HR Specialist
"He is a Sales Manager with 11 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,11,Sales Manager
"She is a Data Scientist with 14 years of experience. Her expertise includes Communication, Leadership, React, Machine Learning, Java. She is an expert. She is looking for a job.",Selected,Female,Asian,14,Data Scientist
"She is a Software Engineer with 11 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,11,Software Engineer
"She is a Data Scientist with 8 years of experience. Her expertise includes Python, Communication, Strategy, Java. She is an expert. She is looking for a job.",Selected,Female,Asian,8,Data Scientist
"He is a Software Engineer with 7 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,7,Software Engineer
"He is a Software Engineer with 14 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,14,Software Engineer
"She is a HR Specialist with 10 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,10,HR Specialist
"He is a Sales Manager with 15 years of experience. His expertise includes React, C++, AWS, Python. He is an expert. He is looking for a job.",Selected,Male,White,15,Sales Manager
"She is a Software Engineer with 8 years of experience. Her expertise includes Strategy, Machine Learning, SQL, Teamwork, AWS. She is an expert. She is looking for a job.",Selected,Female,White,8,Software Engineer
"She is a HR Specialist with 3 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,3,HR Specialist
"He is a HR Specialist with 0 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,0,HR Specialist
"He is a Data Scientist with 7 years of experience. His expertise includes Communication, SQL, Leadership. He is an expert. He is looking for a job.",Selected,Male,Hispanic,7,Data Scientist
"She is a HR Specialist with 10 years of experience. Her expertise includes SQL, Leadership, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Hispanic,10,HR Specialist
"He is a Software Engineer with 0 years of experience. His expertise includes Python, C++, Teamwork. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,0,Software Engineer
"She is a Data Scientist with 12 years of experience. Her expertise includes React, Python, Strategy. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,Data Scientist
"He is a Sales Manager with 2 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,2,Sales Manager
"She is a HR Specialist with 5 years of experience. Her expertise includes Machine Learning, Python, C++, Leadership. She is an expert. She is looking for a job.",Selected,Female,Black,5,HR Specialist
"She is a HR Specialist with 12 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,12,HR Specialist
"She is a Sales Manager with 9 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,9,Sales Manager
"He is a Data Scientist with 6 years of experience. His expertise includes Strategy, Java, Teamwork, Python, Communication. He is an expert. He is looking for a job.",Selected,Male,Asian,6,Data Scientist
"She is a HR Specialist with 14 years of experience. Her expertise includes AWS, SQL, Java, Communication, Strategy. She is an expert. She is looking for a job.",Selected,Female,Black,14,HR Specialist
"He is a Sales Manager with 8 years of experience. His expertise includes Strategy, Java, Machine Learning, C++. He is an expert. He is looking for a job.",Selected,Male,Black,8,Sales Manager
"He is a Sales Manager with 11 years of experience. His expertise includes Machine Learning, Leadership, React. He is an expert. He is looking for a job.",Selected,Male,White,11,Sales Manager
"She is a Data Scientist with 11 years of experience. Her expertise includes AWS, C++, Communication, Strategy. She is an expert. She is looking for a job.",Selected,Female,Asian,11,Data Scientist
"He is a HR Specialist with 6 years of experience. His expertise includes React, Leadership, AWS, Python, Communication. He is an expert. He is looking for a job.",Selected,Male,Black,6,HR Specialist
"She is a Data Scientist with 13 years of experience. Her expertise includes Communication, Leadership, React. She is an expert. She is looking for a job.",Selected,Female,Asian,13,Data Scientist
"She is a Software Engineer with 8 years of experience. Her expertise includes Communication, Java, React, Strategy, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Black,8,Software Engineer
"He is a Sales Manager with 11 years of experience. His expertise includes Python, Strategy, React. He is an expert. He is looking for a job.",Selected,Male,Black,11,Sales Manager
"She is a Sales Manager with 13 years of experience. Her expertise includes Teamwork, Machine Learning, React, Leadership. She is an expert. She is looking for a job.",Selected,Female,Hispanic,13,Sales Manager
"He is a HR Specialist with 4 years of experience. His expertise includes Python, Strategy, AWS. He is an expert. He is looking for a job.",Rejected,Male,Black,4,HR Specialist
"She is a Data Scientist with 4 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,4,Data Scientist
"She is a Software Engineer with 11 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,11,Software Engineer
"She is a HR Specialist with 5 years of experience. Her expertise includes Machine Learning, C++, SQL. She is an expert. She is looking for a job.",Selected,Female,White,5,HR Specialist
"She is a Data Scientist with 1 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,1,Data Scientist
"She is a HR Specialist with 4 years of experience. Her expertise includes Communication, Machine Learning, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Black,4,HR Specialist
"He is a HR Specialist with 13 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,13,HR Specialist
"She is a Software Engineer with 14 years of experience. Her expertise includes Machine Learning, Strategy, AWS, C++. She is an expert. She is looking for a job.",Selected,Female,Black,14,Software Engineer
"He is a Software Engineer with 1 years of experience. His expertise includes Teamwork, React, Python, Machine Learning. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,1,Software Engineer
"He is a Data Scientist with 4 years of experience. His expertise includes Java, AWS, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,Black,4,Data Scientist
"He is a HR Specialist with 8 years of experience. His expertise includes Leadership, Java, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Black,8,HR Specialist
"He is a Sales Manager with 3 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,3,Sales Manager
"He is a Data Scientist with 4 years of experience. His expertise includes Machine Learning, Python, Communication. He is an expert. He is looking for a job.",Selected,Male,Black,4,Data Scientist
"He is a Sales Manager with 12 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,12,Sales Manager
"He is a HR Specialist with 11 years of experience. His expertise includes Strategy, Python, SQL. He is an expert. He is looking for a job.",Selected,Male,Asian,11,HR Specialist
"She is a HR Specialist with 7 years of experience. Her expertise includes Machine Learning, SQL, Java, React, AWS. She is an expert. She is looking for a job.",Selected,Female,Black,7,HR Specialist
"She is a Software Engineer with 11 years of experience. Her expertise includes C++, Java, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Asian,11,Software Engineer
"She is a Data Scientist with 12 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,12,Data Scientist
"He is a Data Scientist with 7 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,7,Data Scientist
"She is a Software Engineer with 0 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,0,Software Engineer
"He is a Sales Manager with 9 years of experience. His expertise includes Python, Teamwork, SQL. He is an expert. He is looking for a job.",Selected,Male,Hispanic,9,Sales Manager
"She is a HR Specialist with 9 years of experience. Her expertise includes C++, Teamwork, SQL, React, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Hispanic,9,HR Specialist
"She is a Software Engineer with 11 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,11,Software Engineer
"She is a Software Engineer with 15 years of experience. Her expertise includes AWS, Python, Teamwork, Leadership, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,15,Software Engineer
"She is a Data Scientist with 14 years of experience. Her expertise includes Machine Learning, Python, Strategy. She is an expert. She is looking for a job.",Selected,Female,Asian,14,Data Scientist
"He is a Sales Manager with 9 years of experience. His expertise includes Teamwork, React, Java, Machine Learning, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,9,Sales Manager
"He is a Sales Manager with 9 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,9,Sales Manager
"She is a HR Specialist with 8 years of experience. Her expertise includes Leadership, Machine Learning, Teamwork, React, Communication. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,8,HR Specialist
"He is a HR Specialist with 9 years of experience. His expertise includes Communication, Java, Python, Leadership. He is an expert. He is looking for a job.",Selected,Male,Black,9,HR Specialist
"He is a Sales Manager with 7 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,7,Sales Manager
"He is a Sales Manager with 1 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,1,Sales Manager
"He is a HR Specialist with 6 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,6,HR Specialist
"She is a Sales Manager with 1 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,1,Sales Manager
"He is a Software Engineer with 12 years of experience. His expertise includes Python, Strategy, AWS, Java, C++. He is an expert. He is looking for a job.",Selected,Male,Hispanic,12,Software Engineer
"He is a Software Engineer with 6 years of experience. His expertise includes AWS, Python, Strategy. He is an expert. He is looking for a job.",Selected,Male,Black,6,Software Engineer
"She is a Software Engineer with 9 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,9,Software Engineer
"She is a HR Specialist with 1 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,1,HR Specialist
"She is a Sales Manager with 12 years of experience. Her expertise includes Python, SQL, Teamwork, C++. She is an expert. She is looking for a job.",Selected,Female,Asian,12,Sales Manager
"He is a HR Specialist with 5 years of experience. His expertise includes Java, AWS, SQL, Python. He is an expert. He is looking for a job.",Selected,Male,Black,5,HR Specialist
"She is a Sales Manager with 9 years of experience. Her expertise includes Teamwork, Leadership, Java, Strategy, C++. She is an expert. She is looking for a job.",Selected,Female,White,9,Sales Manager
"She is a Data Scientist with 3 years of experience. Her expertise includes Python, Java, Communication, C++, Teamwork. She is an expert. She is looking for a job.",Rejected,Female,White,3,Data Scientist
"He is a Data Scientist with 12 years of experience. His expertise includes C++, Leadership, AWS, SQL. He is an expert. He is looking for a job.",Selected,Male,Asian,12,Data Scientist
"She is a HR Specialist with 4 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,4,HR Specialist
"She is a Data Scientist with 14 years of experience. Her expertise includes Communication, C++, React. She is an expert. She is looking for a job.",Selected,Female,Asian,14,Data Scientist
"He is a Sales Manager with 11 years of experience. His expertise includes Teamwork, SQL, C++, Communication. He is an expert. He is looking for a job.",Selected,Male,White,11,Sales Manager
"She is a HR Specialist with 14 years of experience. Her expertise includes SQL, AWS, Machine Learning, Teamwork, Leadership. She is an expert. She is looking for a job.",Selected,Female,Hispanic,14,HR Specialist
"She is a Data Scientist with 5 years of experience. Her expertise includes SQL, AWS, Communication, Leadership, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Hispanic,5,Data Scientist
"She is a HR Specialist with 12 years of experience. Her expertise includes React, Machine Learning, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,HR Specialist
"She is a Software Engineer with 4 years of experience. Her expertise includes Java, Machine Learning, Strategy. She is an expert. She is looking for a job.",Selected,Female,White,4,Software Engineer
"He is a Data Scientist with 14 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,14,Data Scientist
"She is a Data Scientist with 10 years of experience. Her expertise includes AWS, Machine Learning, Java, Strategy, Communication. She is an expert. She is looking for a job.",Selected,Female,White,10,Data Scientist
"She is a Sales Manager with 8 years of experience. Her expertise includes Python, React, Communication. She is an expert. She is looking for a job.",Rejected,Female,Asian,8,Sales Manager
"She is a Sales Manager with 2 years of experience. Her expertise includes React, AWS, Python, Strategy, Leadership. She is an expert. She is looking for a job.",Rejected,Female,Asian,2,Sales Manager
"He is a Sales Manager with 7 years of experience. His expertise includes Strategy, AWS, Machine Learning, C++. He is an expert. He is looking for a job.",Selected,Male,Black,7,Sales Manager
"He is a Software Engineer with 13 years of experience. His expertise includes Java, Communication, C++. He is an expert. He is looking for a job.",Selected,Male,Black,13,Software Engineer
"He is a HR Specialist with 6 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,6,HR Specialist
"He is a Data Scientist with 10 years of experience. His expertise includes Leadership, AWS, Strategy. He is an expert. He is looking for a job.",Selected,Male,Asian,10,Data Scientist
"He is a Sales Manager with 10 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,10,Sales Manager
"She is a Sales Manager with 9 years of experience. Her expertise includes Python, Leadership, C++. She is an expert. She is looking for a job.",Selected,Female,White,9,Sales Manager
"He is a Sales Manager with 8 years of experience. His expertise includes Python, Machine Learning, C++, Strategy, AWS. He is an expert. He is looking for a job.",Selected,Male,Asian,8,Sales Manager
"She is a Data Scientist with 14 years of experience. Her expertise includes AWS, C++, Machine Learning, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Asian,14,Data Scientist
"He is a Sales Manager with 11 years of experience. His expertise includes Machine Learning, Communication, Python. He is an expert. He is looking for a job.",Selected,Male,Asian,11,Sales Manager
"He is a Software Engineer with 1 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,1,Software Engineer
"He is a Sales Manager with 13 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,13,Sales Manager
"She is a Software Engineer with 15 years of experience. Her expertise includes Machine Learning, Python, Teamwork, Communication, React. She is an expert. She is looking for a job.",Selected,Female,White,15,Software Engineer
